"EventId","EventTemplate","Occurrences"
"E366","('ANONYMOUS', 'FTP', 'LOGIN', 'FROM', '<*>', '<*>', '(anonymous)')","1"
"E367","('getpeername', '(ftpd):', 'Transport', 'endpoint', 'is', 'not', 'connected')","43"
"E368","('Out', 'of', 'Memory:', 'Killed', 'process', '<*>', '<*>')","10404"
"E369","('hda:', 'dma_timer_expiry:', 'dma', 'status', '=', '=', '<*>')","1"
"E370","('EXT3-fs:', 'hda2:', 'orphan', 'cleanup', 'on', 'readonly', 'fs')","1"
"E371","('[smux_accept]', 'accepted', 'fd', '<*>', 'from', '<*>', '<*>')","1"
"E372","('Unable', 'to', 'get', 'command', 'line', 'from', 'client!')","1"
"E373","('EXT3-fs:', 'INFO:', 'recovery', 'required', 'on', 'readonly', 'filesystem.')","4"
"E374","('service(sshd)', 'ignoring', 'max', 'retries;', '<*>', '>', '<*>')","11"
"E375","('tty2:', 'invalid', 'character', '<*>', 'in', 'login', 'name')","1"
"E376","('Linux', 'version', '<*>', '(bhcompile@bugs.build.redhat.com)', '(gcc', 'version', '<*>', '<*>', '(Red', 'Hat', 'Linux', '<*>', '<*>', 'Sat', 'May', '<*>', '<*>', 'EDT', '<*>')","8"
"E377","('ACPI', 'disabled', 'because', 'your', 'bios', 'is', 'from', '<*>', 'and', 'too', 'old')","8"
"E378","('Kernel', 'command', 'line:', 'ro', 'root=', 'LABEL=', '/', 'rhgb', 'quiet', 'audit=', '<*>')","1"
"E379","('PCI:', 'PCI', 'BIOS', 'revision', '<*>', 'entry', 'at', '0xfc0ce,', 'last', 'bus=', '<*>')","8"
"E380","('Serial:', '<*>', 'driver', '$Revision:', '<*>', '$', '<*>', 'ports,', 'IRQ', 'sharing', 'enabled')","8"
"E381","('RAMDISK', 'driver', 'initialized:', '<*>', 'RAM', 'disks', 'of', '<*>', 'size', '<*>', 'blocksize')","8"
"E382","('<*>', '<*>', 'item=', '<*>', 'name=', '<*>', 'inode=', '<*>', 'dev=', '<*>', '<*>')","31"
"E383","('<*>', '<*>', 'item=', '<*>', 'name=', '/dev/ptmx', 'inode=', '<*>', 'dev=', '<*>', '<*>')","1"
"E384","('<*>', '<*>', 'item=', '<*>', 'name=', '/proc/sys/net/ipv4/ip_forward', 'inode=', '<*>', 'dev=', '<*>', '<*>')","1"
"E385","('<*>', '<*>', 'item=', '<*>', 'name=', '/proc/bus/usb/devices', 'inode=', '<*>', 'dev=', '<*>', '<*>')","1"
"E386","('<*>', '<*>', 'item=', '<*>', 'name=', '/proc/sys/dev/parport', 'inode=', '<*>', 'dev=', '<*>', '<*>')","1"
"E387","('<*>', '<*>', 'item=', '<*>', 'name=', '/proc/sys/dev/parport/parport0/autoprobe', 'inode=', '<*>', 'dev=', '<*>', '<*>')","1"
"E388","('<*>', '<*>', 'item=', '<*>', 'name=', '/proc/2091/exe', 'inode=', '<*>', 'dev=', '<*>', '<*>')","1"
"E389","('<*>', '<*>', 'item=', '<*>', 'name=', '/dev/log', 'inode=', '<*>', 'dev=', '<*>', '<*>')","3"
"E390","('<*>', '<*>', 'item=', '<*>', 'name=', '/proc/sys/kernel/modprobe', 'inode=', '<*>', 'dev=', '<*>', '<*>')","3"
"E391","('<*>', '<*>', 'item=', '<*>', 'name=', '/var/gdm/.gdmfifo', 'inode=', '<*>', 'dev=', '<*>', '<*>')","1"
"E392","('<*>', '<*>', 'item=', '<*>', 'name=', '/dev/pts/1', 'inode=', '<*>', 'dev=', '<*>', '<*>')","3"
"E393","('<*>', '<*>', 'item=', '<*>', 'name=', '/dev/mapper/control', 'inode=', '<*>', 'dev=', '<*>', '<*>')","2"
"E394","('<*>', '<*>', 'item=', '<*>', 'name=', '/proc/sys/kernel/hotplug', 'inode=', '<*>', 'dev=', '<*>', '<*>')","1"
"E395","('<*>', '<*>', '<*>', '3Com', 'PCI', '<*>', 'Tornado', 'at', '<*>', 'Vers', '<*>')","16"
"E396","('<*>', '<*>', 'item=', '<*>', 'name=', '/udev/fd0', 'inode=', '<*>', 'dev=', '<*>', '<*>')","1"
"E397","('<*>', '<*>', 'item=', '<*>', 'name=', '/udev/vcsa5', 'inode=', '<*>', 'dev=', '<*>', '<*>')","1"
"E398","('pam_check_access', 'failed,', 'user', 'does', 'not', 'have', 'proper', 'access:', 'system_u:', 'system_r:', 'kernel_t')","1"
"E399","('<*>', '<*>', 'item=', '<*>', 'name=', '/bin/bash', 'inode=', '<*>', 'dev=', '<*>', '<*>')","2"
"E400","('Authentication', 'failed', 'from', '<*>', '<*>', 'Permission', 'denied', 'in', 'replay', 'cache', 'code')","8"
"E401","('Initializing', 'CPU#0')","8"
"E402","('SELinux:', 'Initializing.')","8"
"E403","('mdadm', 'succeeded')","8"
"E404","('mdmpd', 'failed')","8"
"E405","('^[[60G[', '<*>')","2"
"E406","('shutting', 'down')","2"
"E407","('<*>', 'get_user_size+0x30/0x57')","6"
"E408","('<*>', '<*>')","177"
"E409","('<*>', 'do_page_cache_readahead+0xa3/0x101')","23"
"E410","('<*>', 'filemap_nopage+0x119/0x26d')","23"
"E411","('<*>', 'swapin_readahead+0x2c/0x47')","23"
"E412","('<*>', 'do_swap_page+0x5d/0x1f9')","23"
"E413","('<*>', 'do_no_page+0xa1/0x235')","30"
"E414","('<*>', 'handle_mm_fault+0x71/0xe2')","30"
"E415","('<*>', 'do_page_fault+0x12f/0x446')","73"
"E416","('<*>', 'recalc_task_prio+0x141/0x14c')","20"
"E417","('<*>', 'schedule+0x3ed/0x44d')","63"
"E418","('<*>', 'do_page_fault+0x0/0x446')","102"
"E419","('<*>', 'put_user_size+0x29/0x2d')","49"
"E420","('<*>', 'page_cache_read+0x2a/0x7a')","10"
"E421","('<*>', '__wake_up+0xe/0x16')","10"
"E422","('<*>', 'filemap_nopage+0x182/0x26d')","7"
"E423","('<*>', 'call_console_drivers+0xbe/0xe3')","7"
"E424","('<*>', 'read_swap_cache_async+0x41/0x84')","44"
"E425","('<*>', 'handle_mm_fault+0x9d/0xe2')","40"
"E426","('<*>', 'mempool_alloc+0x5d/0xf6')","11"
"E427","('<*>', 'vt_console_print+0x64/0x28f')","11"
"E428","('Master', 'rebooting...')","1"
"E429","('<*>', 'clear_page_tables+0x7c/0x8f')","1"
"E430","('<*>', 'free_pgtables+0x76/0x7b')","1"
"E431","('<*>', 'unmap_region+0x80/0xaa')","1"
"E432","('<*>', 'unmap_vma_list+0xe/0x17')","1"
"E433","('<*>', 'sys_setuid+0xdd/0xe9')","1"
"E434","('<*>', 'do_swap_page+0x1d3/0x1f9')","1"
"E435","('<*>', 'generic_file_aio_write_nolock+0x4fe/0x84e')","1"
"E436","('<*>', 'module_text_address+0x3a/0x5d')","1"
"E437","('<*>', 'do_swap_page+0x64/0x1f9')","17"
"E438","('<*>', 'find_or_create_page+0x39/0x70')","14"
"E439","('<*>', 'grow_dev_page+0x27/0xc3')","14"
"E440","('<*>', '__getblk_slow+0xa1/0xcb')","14"
"E441","('<*>', '__getblk+0x25/0x2b')","14"
"E442","('<*>', '__mark_inode_dirty+0x20/0xca')","14"
"E443","('<*>', 'inode_update_time+0x8e/0x96')","14"
"E444","('<*>', 'generic_file_aio_write_nolock+0x302/0x84e')","14"
"E445","('<*>', 'generic_file_aio_write+0x69/0x7c')","15"
"E446","('<*>', 'do_sync_write+0x68/0x9d')","15"
"E447","('<*>', 'do_acct_process+0x283/0x297')","15"
"E448","('<*>', 'acct_process+0x15/0x1f')","15"
"E449","('<*>', 'do_exit+0x9f/0x2e3')","15"
"E450","('<*>', 'vt_console_print+0x0/0x28f')","5"
"E451","('<*>', '__call_console_drivers+0x36/0x42')","5"
"E452","('<*>', 'sys_rt_sigaction+0x6b/0x80')","5"
"E453","('<*>', 'do_wp_page+0x97/0x21c')","5"
"E454","('<*>', 'd_instantiate+0x3f/0x42')","5"
"E455","('<*>', 'sys_rt_sigprocmask+0x87/0x9a')","5"
"E456","('<*>', 'do_wp_page+0xcb/0x21c')","3"
"E457","('<*>', 'handle_mm_fault+0xbc/0xe2')","3"
"E458","('<*>', 'do_rw_proc+0x79/0x8d')","3"
"E459","('<*>', 'invalidate_inode_buffers+0x9/0x33')","3"
"E460","('<*>', '__print_symbol+0x35/0x121')","3"
"E461","('<*>', 'proc_dointvec+0x11/0x15')","4"
"E462","('<*>', 'do_proc_dointvec_conv+0x0/0x36')","4"
"E463","('<*>', 'check_free_space+0x1b5/0x1cb')","4"
"E464","('<*>', '__fput+0xb3/0xd1')","2"
"E465","('<*>', 'input_unregister_device+0xd/0xc1')","2"
"E466","('<*>', 'follow_page+0xda/0xe5')","19"
"E467","('<*>', 'rw_vm+0x1ce/0x1ea')","16"
"E468","('<*>', 'schedule+0x3f/0x44d')","9"
"E469","('<*>', '__wake_up_common+0x2f/0x50')","9"
"E470","('ide:', 'Assuming', '<*>', 'system', 'bus', 'speed', 'for', 'PIO', 'modes;', 'override', 'with', 'idebus=', 'xx')","8"
"E471","('checking', 'if', 'image', 'is', 'initramfs...it', ""isn't"", '(no', 'cpio', 'magic);', 'looks', 'like', 'an', 'initrd')","8"
"E472","('<*>', '<*>', 'item=', '<*>', 'name=', '/sys/bus/pci/devices/0000:', '<*>', '0c.0/resource', 'inode=', '<*>', 'dev=', '<*>', '<*>')","1"
"E473","('User', 'unknown', 'timed', 'out', 'after', '<*>', 'seconds', 'at', '<*>', '<*>', '<*>', '<*>', '<*>')","36"
"E474","('authentication', 'failure;', 'logname=', 'test', 'uid=', '<*>', 'euid=', '<*>', 'tty=', 'ruser=', 'rhost=', 'user=', 'test')","2"
"E475","('authentication', 'failure;', 'logname=', 'LOGIN', 'uid=', '<*>', 'euid=', '<*>', 'tty=', 'tty2', 'ruser=', 'rhost=', '')","1"
"E476","('authentication', 'failure;', 'logname=', 'uid=', '<*>', 'euid=', '<*>', 'tty=', ':', '<*>', 'ruser=', 'rhost=', '')","1"
"E477","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', '<*>', '<*>', '<*>', '<*>', 'path=', '<*>', 'dev=', 'hda2', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'system_u:', 'object_r:', '<*>', 'tclass=', '<*>')","3"
"E478","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '<*>', '}', 'for', '<*>', '<*>', '<*>', '/usr/lib/vte/gnome-pty-helper', '<*>', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'system_u:', 'object_r:', '<*>', 'tclass=', '<*>')","1"
"E479","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'dev=', 'hda2', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'system_u:', 'object_r:', '<*>', 'tclass=', '<*>')","20"
"E480","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', '<*>', '<*>', '<*>', '<*>', 'path=', '<*>', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'system_u:', 'system_r:', '<*>', 'tclass=', '<*>')","1"
"E481","('<*>', '<*>', 'avc:', 'denied', '{', 'ioctl', '}', 'for', 'pid=', '<*>', 'exe=', '/sbin/arping', 'path=', 'socket:', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'system_r:', 'kernel_t', 'tclass=', 'packet_socket')","1"
"E482","('<*>', '<*>', 'avc:', 'denied', '{', 'transition', '}', 'for', 'pid=', '<*>', 'exe=', '/bin/su', 'path=', '/bin/bash', 'dev=', 'hda2', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'user_u:', 'sysadm_r:', 'sysadm_t', 'tclass=', 'process')","1"
"E483","('<*>', '<*>', 'avc:', 'denied', '{', 'unlink', '}', 'for', 'pid=', '<*>', 'exe=', '/usr/bin/gdm-binary', 'name=', '.gdmfifo', 'dev=', 'hda2', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'file_t', 'tclass=', 'fifo_file')","1"
"E484","('<*>', '<*>', 'avc:', 'denied', '{', 'read', 'write', '}', 'for', 'pid=', '<*>', 'exe=', '/usr/sbin/sshd', 'name=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'root:', 'object_r:', 'devpts_t', 'tclass=', 'chr_file')","1"
"E485","('<*>', '<*>', 'avc:', 'denied', '{', 'transition', '}', 'for', 'pid=', '<*>', 'exe=', '/usr/sbin/sshd', 'path=', '/bin/bash', 'dev=', 'hda2', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'root:', 'sysadm_r:', 'sysadm_t', 'tclass=', 'process')","1"
"E486","('<*>', '<*>', 'avc:', 'denied', '{', 'read', 'write', '}', 'for', 'pid=', '<*>', 'exe=', '/sbin/init', 'name=', 'initctl', 'dev=', 'hda2', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'file_t', 'tclass=', 'fifo_file')","1"
"E487","('<*>', '<*>', 'avc:', 'denied', '{', 'read', '}', 'for', 'pid=', '<*>', 'exe=', '/usr/sbin/kudzu', 'name=', '<*>', '<*>', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'sysfs_t', 'tclass=', 'lnk_file')","1"
"E488","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'system_u:', 'system_r:', '<*>', 'tclass=', '<*>')","5"
"E489","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'system_u:', 'object_r:', '<*>', 'tclass=', '<*>')","32"
"E490","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'user_u:', 'sysadm_r:', '<*>', 'tclass=', '<*>')","3"
"E491","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'root:', 'sysadm_r:', '<*>', 'tclass=', '<*>')","3"
"E492","('<*>', '<*>', 'syscall=', '<*>', 'exit=', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'items=', '<*>', 'pid=', '<*>', 'loginuid=', '<*>', 'uid=', '<*>', 'gid=', '<*>', 'euid=', '<*>', 'suid=', '<*>', 'fsuid=', '<*>', 'egid=', '<*>', 'sgid=', '<*>', 'fsgid=', '<*>')","113"
"E493","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'name=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'system_u:', 'object_r:', '<*>', 'tclass=', '<*>')","24"
"E494","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'path=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'system_u:', 'object_r:', '<*>', 'tclass=', '<*>')","14"
"E495","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'name=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'system_u:', 'system_r:', '<*>', 'tclass=', '<*>')","1"
"E496","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'path=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'user_u:', 'sysadm_r:', '<*>', 'tclass=', '<*>')","1"
"E497","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'name=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'user_u:', 'sysadm_r:', '<*>', 'tclass=', '<*>')","1"
"E498","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'name=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'root:', 'object_r:', '<*>', 'tclass=', '<*>')","2"
"E499","('<*>', '<*>', 'avc:', 'denied', '{', '<*>', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'path=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', '<*>', 'tcontext=', 'root:', 'object_r:', '<*>', 'tclass=', '<*>')","1"
"E500","('<*>', '<*>', 'avc:', 'denied', '{', 'search', '}', 'for', 'pid=', '<*>', 'exe=', '/sbin/killall5', 'name=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'user_u:', 'sysadm_r:', 'sysadm_t', 'tclass=', 'dir')","1"
"E501","('<*>', '<*>', 'avc:', 'denied', '{', 'read', '}', 'for', 'pid=', '<*>', 'exe=', '/sbin/killall5', 'name=', 'stat', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'user_u:', 'sysadm_r:', 'sysadm_t', 'tclass=', 'file')","1"
"E502","('<*>', '<*>', 'avc:', 'denied', '{', 'search', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'ramfs_t', 'tclass=', 'dir')","1"
"E503","('<*>', '<*>', 'avc:', 'denied', '{', 'write', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'ramfs_t', 'tclass=', 'dir')","1"
"E504","('<*>', '<*>', 'avc:', 'denied', '{', 'search', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'devpts_t', 'tclass=', 'dir')","1"
"E505","('<*>', '<*>', 'avc:', 'denied', '{', 'read', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'devpts_t', 'tclass=', 'dir')","1"
"E506","('<*>', '<*>', 'avc:', 'denied', '{', 'search', '}', 'for', 'pid=', '<*>', 'exe=', '<*>', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'rpc_pipefs_t', 'tclass=', 'dir')","1"
"E507","('<*>', '<*>', 'avc:', 'denied', '{', 'add_name', '}', 'for', 'pid=', '<*>', 'exe=', '/usr/bin/rhgb', 'name=', 'rhgb-socket', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'ramfs_t', 'tclass=', 'dir')","1"
"E508","('<*>', '<*>', 'avc:', 'denied', '{', 'create', '}', 'for', 'pid=', '<*>', 'exe=', '/usr/bin/gdm-binary', 'name=', '.gdmfifo', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'file_t', 'tclass=', 'fifo_file')","1"
"E509","('<*>', '<*>', 'avc:', 'denied', '{', 'create', '}', 'for', 'pid=', '<*>', 'exe=', '/usr/bin/rhgb', 'name=', 'rhgb-socket', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'ramfs_t', 'tclass=', 'sock_file')","1"
"E510","('<*>', '<*>', 'avc:', 'denied', '{', 'create', '}', 'for', 'pid=', '<*>', 'exe=', '/usr/X11R6/bin/Xorg', 'name=', 'XFree86.0.log', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'ramfs_t', 'tclass=', 'file')","1"
"E511","('<*>', '<*>', 'avc:', 'denied', '{', 'create', '}', 'for', 'pid=', '<*>', 'exe=', '/sbin/minilogd', 'name=', 'log', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'file_t', 'tclass=', 'sock_file')","1"
"E512","('<*>', '<*>', 'avc:', 'denied', '{', 'create', '}', 'for', 'pid=', '<*>', 'exe=', '/sbin/nash', 'name=', 'control', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'file_t', 'tclass=', 'chr_file')","1"
"E513","('<*>', '<*>', 'avc:', 'denied', '{', 'execute', '}', 'for', 'pid=', '<*>', 'path=', '/dev/mem', 'dev=', 'hda2', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'file_t', 'tclass=', 'chr_file')","1"
"E514","('<*>', '<*>', 'avc:', 'denied', '{', 'getattr', '}', 'for', 'pid=', '<*>', 'exe=', '/bin/bash', 'path=', '/sys/devices/pci0000:', '<*>', '<*>', '1f.2/usb1/bNumConfigurations', 'dev=', 'ino=', '<*>', 'scontext=', 'system_u:', 'system_r:', 'kernel_t', 'tcontext=', 'system_u:', 'object_r:', 'sysfs_t', 'tclass=', 'file')","1"
"E515","('<*>', 'more', 'authentication', 'failure;', 'logname=', 'uid=', '<*>', 'euid=', '<*>', 'tty=', 'NODEVssh', 'ruser=', 'rhost=', '<*>', 'user=', 'test')","5"
"E516","('<*>', 'more', 'authentication', 'failure;', 'logname=', 'uid=', '<*>', 'euid=', '<*>', 'tty=', 'NODEVssh', 'ruser=', 'rhost=', '<*>', 'user=', 'root')","1"
"E517","('<*>', 'more', 'authentication', 'failures;', 'logname=', 'uid=', '<*>', 'euid=', '<*>', 'tty=', 'NODEVssh', 'ruser=', 'rhost=', '<*>', 'user=', 'root')","11"
"E518","('<*>', 'more', 'authentication', 'failures;', 'logname=', 'LOGIN', 'uid=', '<*>', 'euid=', '<*>', 'tty=', 'tty2', 'ruser=', 'rhost=', 'user=', 'root')","1"
